;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;KPÖ;EUROPA;
G41737;Schörfling am Attersee;2731;1352;28;1324;435;353;223;208;81;12;12;
G41738;Schwanenstadt;2984;1505;33;1472;466;386;332;207;66;8;7;
G41739;Seewalchen am Attersee;4511;2432;46;2386;753;592;446;344;214;11;26;
G41740;Steinbach am Attersee;693;416;10;406;201;66;36;62;36;2;3;
G41741;Straß im Attergau;1175;586;14;572;287;63;134;54;31;0;3;
G41742;Tiefgraben;2978;1384;18;1366;722;129;200;165;133;7;10;
G41743;Timelkam;4410;2243;32;2211;730;638;373;298;134;13;25;
G41744;Ungenach;1183;675;6;669;324;80;98;115;46;3;3;
G41745;Unterach am Attersee;1153;494;4;490;234;95;61;63;32;3;2;
G41746;Vöcklabruck;8967;4628;61;4567;1456;1182;742;740;359;37;51;
G41747;Vöcklamarkt;3774;2068;55;2013;808;398;406;247;127;9;18;
G41748;Weißenkirchen im Attergau;781;447;9;438;262;34;82;36;21;1;2;
G41749;Weyregg am Attersee;1302;659;14;645;262;126;102;104;47;2;2;
G41750;Wolfsegg am Hausruck;1510;821;20;801;301;204;121;114;44;10;7;
G41751;Zell am Moos;1232;668;9;659;336;73;107;73;55;4;11;
G41752;Zell am Pettenfirst;1012;547;11;536;239;90;84;80;35;3;5;
G41799;Wahlkarten - Vöcklabruck;0;9937;124;9813;3086;2477;1348;1880;837;69;116;
G41800;Wels-Land;54882;34554;596;33958;11792;7799;7458;3891;2593;140;285;
G41801;Aichkirchen;451;270;7;263;146;17;56;24;20;0;0;
G41802;Bachmanning;505;303;3;300;124;52;66;40;17;1;0;
G41803;Bad Wimsbach-Neydharting;2014;1202;27;1175;526;251;206;106;72;2;12;
G41804;Buchkirchen;3294;1808;26;1782;585;447;367;224;132;9;18;
G41805;Eberstalzell;2048;1136;18;1118;482;116;319;111;72;5;13;
G41806;Edt bei Lambach;1758;936;18;918;362;210;195;83;58;5;5;
G41807;Fischlham;1086;613;12;601;266;116;109;63;40;1;6;
G41808;Gunskirchen;4638;2400;48;2352;846;552;538;228;157;11;20;
G41809;Holzhausen;769;416;7;409;153;94;80;45;34;0;3;
G41810;Krenglbach;2581;1485;34;1451;454;387;286;164;141;7;12;
G41811;Lambach;2354;1052;17;1035;340;260;231;124;65;4;11;
G41812;Marchtrenk;9722;4850;106;4744;1171;1497;1210;469;322;20;55;
G41813;Neukirchen bei Lambach;731;426;8;418;189;64;88;37;36;2;2;
G41814;Offenhausen;1281;739;12;727;309;115;169;68;58;3;5;
G41815;Pennewang;726;428;8;420;231;50;71;32;33;2;1;
G41816;Pichl bei Wels;2220;1295;16;1279;462;296;265;148;95;3;10;
G41817;Sattledt;1985;1071;20;1051;411;219;275;62;78;2;4;
G41818;Schleißheim;1052;596;10;586;229;100;129;63;51;4;10;
G41819;Sipbachzell;1577;905;11;894;382;144;180;102;80;3;3;
G41820;Stadl-Paura;3608;1635;33;1602;391;442;438;187;118;15;11;
G41821;Steinerkirchen an der Traun;1867;1097;16;1081;523;126;236;125;64;1;6;
G41822;Steinhaus;1734;1056;16;1040;363;167;327;104;74;2;3;
G41823;Thalheim bei Wels;4220;2278;28;2250;802;450;432;329;206;12;19;
G41824;Weißkirchen an der Traun;2661;1584;26;1558;572;369;309;170;116;6;16;
G41899;Wahlkarten - Wels-Land;0;4973;69;4904;1473;1258;876;783;454;20;40;
G50000;Salzburg;396227;229117;3110;226007;97376;41149;32845;31866;18646;1657;2468;
G50099;Wahlkarten - Salzburg;0;0;0;0;0;0;0;0;0;0;0;
G5A000;Salzburg Stadt;99153;56132;517;55615;19231;10870;6877;11800;5102;775;960;
G5A099;Wahlkarten - Salzburg Stadt;0;0;0;0;0;0;0;0;0;0;0;
G5B000;Flachgau/Tennengau;158022;95238;1350;93888;41787;15031;13517;13713;8235;634;971;
G5B099;Wahlkarten - Flachgau/Tennengau;0;0;0;0;0;0;0;0;0;0;0;
G5C000;Lungau/Pinzgau/Pongau;139052;77747;1243;76504;36358;15248;12451;6353;5309;248;537;
G5C099;Wahlkarten - Lungau/Pinzgau/Pongau;0;0;0;0;0;0;0;0;0;0;0;
G50100;Salzburg Stadt;99153;56132;517;55615;19231;10870;6877;11800;5102;775;960;
G50101;Salzburg;99153;43237;455;42782;14959;8347;5698;8531;3920;594;733;
G50199;Wahlkarten - Salzburg Stadt;0;12895;62;12833;4272;2523;1179;3269;1182;181;227;
G50200;Hallein;43485;25932;360;25572;11152;4884;3423;3654;2045;168;246;
G50201;Abtenau;4480;2409;52;2357;1347;411;226;185;173;3;12;
G50202;Adnet;2826;1590;28;1562;792;242;187;216;109;12;4;
G50203;Annaberg-Lungötz;1715;930;13;917;532;163;136;48;32;3;3;
G50204;Golling an der Salzach;3041;1546;24;1522;656;291;226;192;136;8;13;
G50205;Hallein;13927;6579;87;6492;2031;1659;1039;1066;566;53;78;
G50206;Krispl;694;415;3;412;259;54;51;26;17;3;2;
G50207;Kuchl;5467;2926;40;2886;1436;398;379;397;232;15;29;
G50208;Oberalm;3264;1728;18;1710;656;302;250;316;155;14;17;
G50209;Puch bei Hallein;3427;1618;21;1597;687;274;203;235;163;15;20;
G50210;Rußbach am Paß Gschütt;624;299;7;292;143;62;47;21;15;0;4;
G50211;Sankt Koloman;1350;731;15;716;467;60;100;42;39;5;3;
G50212;Scheffau am Tennengebirge;1103;557;7;550;312;77;87;36;33;1;4;
G50213;Bad Vigaun;1567;835;16;819;400;119;119;113;61;2;5;
G50299;Wahlkarten - Hallein;0;3769;29;3740;1434;772;373;761;314;34;52;
G50300;Salzburg-Umgebung;114537;69306;990;68316;30635;10147;10094;10059;6190;466;725;
G50301;Anif;3115;1556;10;1546;715;199;235;235;144;9;9;
G50302;Anthering;2868;1537;40;1497;783;158;163;238;130;9;16;
G50303;Bergheim;3984;2216;49;2167;1086;258;274;317;193;22;17;
G50304;Berndorf bei Salzburg;1385;650;13;637;319;87;92;70;52;4;13;
G50305;Bürmoos;3698;1785;40;1745;384;591;337;253;148;10;22;
G50306;Dorfbeuern;1219;648;15;633;370;69;67;62;56;3;6;
G50307;Ebenau;1103;552;6;546;298;54;86;57;40;4;7;
G50308;Elixhausen;2354;1395;18;1377;738;200;140;172;113;5;9;
G50309;Elsbethen;4249;2321;18;2303;1036;264;283;408;274;13;25;
G50310;Eugendorf;5310;2861;36;2825;1342;363;455;374;242;20;29;
G50311;Faistenau;2407;1252;31;1221;602;116;282;115;87;10;9;
G50312;Fuschl am See;1130;603;5;598;333;53;78;66;58;2;8;
G50313;Göming;601;412;3;409;244;39;50;41;27;5;3;
G50314;Grödig;5123;2485;27;2458;991;510;399;321;198;19;20;
G50315;Großgmain;1864;899;5;894;370;122;179;125;82;6;10;
G50316;Hallwang;3277;1694;21;1673;727;242;243;269;145;22;25;
G50317;Henndorf am Wallersee;3748;1909;30;1879;838;261;333;242;180;13;12;
G50318;Hintersee;355;172;6;166;98;22;28;9;9;0;0;
G50319;Hof bei Salzburg;2708;1242;13;1229;607;166;160;161;120;3;12;
G50320;Köstendorf;2088;1071;17;1054;555;151;133;109;94;4;8;
G50321;Koppl;2721;1385;21;1364;632;173;185;215;139;3;17;
G50322;Lamprechtshausen;2907;1506;22;1484;672;218;256;170;139;9;20;
G50323;Mattsee;2503;1308;17;1291;663;148;128;195;136;6;15;
G50324;Neumarkt am Wallersee;4517;2055;42;2013;758;357;399;273;184;12;30;
G50325;Nußdorf am Haunsberg;1873;1056;14;1042;567;125;120;144;75;4;7;
G50326;Oberndorf bei Salzburg;4054;2040;27;2013;752;437;298;340;149;18;19;
G50327;Obertrum am See;3676;2009;32;1977;1066;189;233;271;188;13;17;
G50328;Plainfeld;984;544;12;532;269;63;97;69;27;1;6;
G50329;Sankt Georgen bei Salzburg;2353;1360;29;1331;648;208;207;150;93;9;16;
G50330;Sankt Gilgen;2916;1318;18;1300;641;186;221;131;108;3;10;
G50331;Schleedorf;844;486;6;480;232;55;116;47;25;1;4;
G50332;Seeham;1494;590;9;581;295;65;86;74;53;0;8;
G50335;Straßwalchen;5497;2843;78;2765;1279;433;560;258;203;17;15;
G50336;Strobl;2849;1461;25;1436;665;284;214;155;109;4;5;
G50337;Thalgau;4641;2089;32;2057;997;242;344;260;184;12;18;
G50338;Wals-Siezenheim;10010;5259;73;5186;2291;677;873;725;518;45;57;
G50339;Seekirchen am Wallersee;8112;4186;49;4137;1744;530;611;745;428;26;53;
G50399;Wahlkarten - Salzburg-Umgebung;0;10551;81;10470;4028;1832;1129;2193;1040;100;148;
G50400;Sankt Johann im Pongau;58418;34151;567;33584;16082;6907;5552;2517;2188;107;231;
G50401;Altenmarkt im Pongau;3120;1541;24;1517;883;150;241;108;122;5;8;
G50402;Bad Hofgastein;4992;2252;36;2216;1005;515;377;154;141;4;20;
G50403;Bad Gastein;2724;1179;21;1158;475;252;282;64;76;3;6;
G50404;Bischofshofen;7430;3612;74;3538;1301;1118;621;237;211;17;33;
G50405;Dorfgastein;1285;641;6;635;365;123;85;19;38;0;5;
G50406;Eben im Pongau;1704;1005;17;988;548;123;208;55;45;3;6;
G50407;Filzmoos;1029;544;8;536;346;40;89;24;30;0;7;
G50408;Flachau;2085;1177;16;1161;703;102;200;75;73;3;5;
G50409;Forstau;441;266;10;256;156;32;45;9;14;0;0;
G50410;Goldegg;2006;967;19;948;452;156;160;92;81;3;4;
G50411;Großarl;2864;1646;29;1617;1090;246;155;59;61;1;5;
G50412;Hüttau;1061;514;12;502;240;98;128;18;18;0;0;
G50413;Hüttschlag;708;464;5;459;307;67;49;22;12;1;1;
G50414;Kleinarl;604;316;6;310;204;45;36;11;13;0;1;
G50415;Mühlbach am Hochkönig;1119;562;10;552;237;189;74;24;26;2;0;
G50416;Pfarrwerfen;1822;911;16;895;517;123;126;55;64;5;5;
G50417;Radstadt;3319;1627;27;1600;755;244;368;100;119;6;8;
G50418;Sankt Johann im Pongau;7854;3941;75;3866;1770;730;707;340;285;5;29;
G50419;Sankt Martin am Tennengebirge;1259;636;10;626;344;109;92;39;38;0;4;
G50420;Sankt Veit im Pongau;2965;1693;49;1644;825;343;214;125;109;12;16;
G50421;Schwarzach im Pongau;2509;1138;20;1118;281;516;167;72;66;11;5;
G50422;Untertauern;323;113;0;113;59;15;27;3;8;1;0;
G50423;Wagrain;2216;1033;12;1021;583;136;183;50;63;2;4;
G50424;Werfen;2242;1017;21;996;388;248;193;88;67;1;11;
G50425;Werfenweng;737;369;2;367;206;24;93;19;24;1;0;
G50499;Wahlkarten - Sankt Johann im Pongau;0;4987;42;4945;2042;1163;632;655;384;21;48;
G50500;Tamsweg;16114;8595;148;8447;4243;1262;1723;618;505;31;65;
G50501;Göriach;299;152;2;150;96;21;20;8;4;0;1;
G50502;Lessach;454;233;6;227;136;28;44;8;8;2;1;
G50503;Mariapfarr;1930;713;10;703;373;104;103;60;52;1;10;
G50504;Mauterndorf;1255;630;13;617;328;73;122;46;45;2;1;
G50505;Muhr;415;216;3;213;110;34;61;4;4;0;0;
G50506;Ramingstein;895;366;3;363;142;92;97;16;13;1;2;
G50507;Sankt Andrä im Lungau;629;217;2;215;131;19;44;11;10;0;0;
G50508;Sankt Margarethen im Lungau;546;260;4;256;108;49;64;22;11;0;2;
G50509;Sankt Michael im Lungau;2724;1221;15;1206;592;226;251;56;63;3;15;
G50510;Tamsweg;4509;1746;37;1709;835;227;392;128;106;8;13;
G50511;Thomatal;278;116;4;112;51;11;27;12;10;0;1;
G50512;Tweng;175;55;1;54;37;10;2;3;2;0;0;
G50513;Unternberg;805;428;13;415;223;51;95;18;24;2;2;
G50514;Weißpriach;242;142;3;139;84;21;27;4;3;0;0;
G50515;Zederhaus;958;456;6;450;294;32;99;17;5;1;2;
G50599;Wahlkarten - Tamsweg;0;1644;26;1618;703;264;275;205;145;11;15;
G50600;Zell am See;64520;35001;528;34473;16033;7079;5176;3218;2616;110;241;
G50601;Bramberg am Wildkogel;3160;1355;20;1335;681;290;208;69;72;4;11;
G50602;Bruck an der Großglocknerstraße;3479;1581;40;1541;690;308;257;124;141;8;13;
G50603;Dienten am Hochkönig;620;315;7;308;161;89;28;9;19;0;2;
G50604;Fusch an der Großglocknerstraße;531;294;8;286;188;36;30;18;12;0;2;
G50605;Hollersbach im Pinzgau;958;489;4;485;256;91;78;21;35;1;3;
G50606;Kaprun;2123;1033;12;1021;445;289;113;81;84;2;7;
G50607;Krimml;637;303;8;295;153;65;43;11;23;0;0;
G50608;Lend;1018;485;15;470;203;140;87;18;14;3;5;
G50609;Leogang;2443;1268;15;1253;703;263;94;105;77;3;8;
G50610;Lofer;1616;759;16;743;395;95;123;75;52;0;3;
G50611;Maishofen;2659;1181;26;1155;603;195;147;101;103;3;3;
G50612;Maria Alm am Steinernen Meer;1578;685;8;677;419;82;88;47;34;2;5;
G50613;Mittersill;3884;1704;17;1687;743;308;356;103;164;7;6;
G50614;Neukirchen am Großvenediger;2072;871;13;858;432;159;150;53;53;5;6;
G50615;Niedernsill;2144;1026;16;1010;467;187;188;92;68;1;7;
G50616;Piesendorf;2868;1231;18;1213;623;185;207;87;103;4;4;
G50617;Rauris;2423;1024;19;1005;536;177;156;75;52;4;5;
G50618;Saalbach-Hinterglemm;2081;966;10;956;631;80;112;50;77;3;3;
G50619;Saalfelden am Steinernen Meer;12077;5638;84;5554;2218;1307;826;678;449;17;59;
G50620;Sankt Martin bei Lofer;906;472;10;462;232;92;43;60;33;0;2;
G50621;Stuhlfelden;1285;682;9;673;308;129;160;38;34;1;3;
G50622;Taxenbach;2129;1012;15;997;511;203;178;45;57;1;2;
G50623;Unken;1439;673;6;667;314;90;162;58;34;0;9;
G50624;Uttendorf;2344;1060;26;1034;413;259;200;75;79;3;5;
G50625;Viehhofen;448;194;1;193;103;15;47;8;17;1;2;
G50626;Wald im Pinzgau;867;394;3;391;209;51;82;26;22;1;0;
G50627;Weißbach bei Lofer;312;173;0;173;103;17;27;15;7;1;3;
G50628;Zell am See;6419;2600;38;2562;1075;620;405;247;198;5;12;
G50699;Wahlkarten - Zell am See;0;5533;64;5469;2218;1257;581;829;503;30;51;
G60000;Steiermark;966119;547867;5656;542211;193772;116172;107040;71922;42553;5967;4785;
G60099;Wahlkarten - Steiermark;0;0;0;0;0;0;0;0;0;0;0;
G6A000;Graz und Umgebung;318283;191263;1416;189847;56008;38171;29643;40112;20420;3113;2380;
G6A099;Wahlkarten - Graz und Umgebung;0;0;0;0;0;0;0;0;0;0;0;
G6B000;Oststeiermark;217350;123789;1573;122216;56292;18356;27203;11807;7109;723;726;
G6B099;Wahlkarten - Oststeiermark;0;0;0;0;0;0;0;0;0;0;0;
G6C000;Weststeiermark;158927;85886;954;84932;32612;17128;21158;7448;5311;664;611;
G6C099;Wahlkarten - Weststeiermark;0;0;0;0;0;0;0;0;0;0;0;
G6D000;Obersteiermark;271559;146929;1713;145216;48860;42517;29036;12555;9713;1467;1068;
G6D099;Wahlkarten - Obersteiermark;0;0;0;0;0;0;0;0;0;0;0;
G60100;Graz Stadt;197436;120710;772;119938;31184;24288;15298;30504;14408;2483;1773;
G60101;Graz;197436;97358;679;96679;25744;19340;13238;23513;11394;2008;1442;
G60199;Wahlkarten - Graz Stadt;0;23352;93;23259;5440;4948;2060;6991;3014;475;331;
G60300;Deutschlandsberg;50256;27743;340;27403;10599;5513;6534;2575;1783;201;198;
G60305;Frauental an der Laßnitz;2376;1122;16;1106;351;370;217;87;68;4;9;
G60318;Lannach;2827;1254;14;1240;496;198;287;130;113;9;7;
G60323;Pölfing-Brunn;1381;556;7;549;186;145;162;19;29;4;4;
G60324;Preding;1474;690;7;683;253;144;162;63;47;11;3;
G60326;Sankt Josef (Weststeiermark);1292;728;12;716;298;140;131;87;48;5;7;
G60329;Sankt Peter im Sulmtal;1081;493;3;490;235;66;130;32;22;1;4;
G60341;Wettmannstätten;1326;693;12;681;318;98;185;50;24;2;4;
G60344;Deutschlandsberg;9380;3959;55;3904;1202;997;853;437;335;49;31;
G60345;Eibiswald;5414;2259;30;2229;922;409;653;134;93;9;9;
G60346;Groß Sankt Florian;3439;1626;15;1611;739;275;383;101;96;8;9;
G60347;Sankt Martin im Sulmtal;2617;1294;16;1278;620;209;311;56;63;10;9;
G60348;Sankt Stefan ob Stainz;3004;1492;14;1478;630;192;417;138;84;10;7;
G60349;Schwanberg;3827;1835;25;1810;682;405;479;136;96;6;6;
G60350;Stainz;7166;3440;47;3393;1358;467;867;403;248;22;28;
G60351;Wies;3652;1553;20;1533;611;302;447;94;57;7;15;
G60399;Wahlkarten - Deutschlandsberg;0;4749;47;4702;1698;1096;850;608;360;44;46;
G60600;Graz-Umgebung;120847;70553;644;69909;24824;13883;14345;9608;6012;630;607;
G60608;Feldkirchen bei Graz;4541;2026;12;2014;658;408;578;188;160;10;12;
G60611;Gössendorf;3061;1473;13;1460;446;323;392;156;121;18;4;
G60613;Gratkorn;6219;2844;22;2822;702;769;780;286;222;42;21;
G60617;Hart bei Graz;4017;1950;13;1937;564;360;332;396;243;18;24;
G60618;Haselsdorf-Tobelbad;1208;569;6;563;184;150;127;48;51;0;3;
G60619;Hausmannstätten;2625;1329;7;1322;525;193;203;216;153;16;16;
G60623;Kainbach bei Graz;2324;1056;22;1034;404;159;155;195;104;8;9;
G60624;Kalsdorf bei Graz;5217;2176;26;2150;694;508;507;221;177;26;17;
G60626;Kumberg;3098;1484;15;1469;530;209;254;318;141;8;9;
G60628;Laßnitzhöhe;2200;1094;10;1084;439;187;138;201;103;4;12;
G60629;Lieboch;4070;1830;20;1810;594;370;449;233;138;12;14;
G60632;Peggau;1716;709;5;704;216;192;195;70;26;2;3;
G60639;Sankt Bartholomä;1164;627;9;618;313;80;128;60;30;2;5;
G60641;Sankt Oswald bei Plankenwarth;1041;548;3;545;210;153;86;59;29;1;7;
G60642;Sankt Radegund bei Graz;1792;832;12;820;315;154;105;159;72;8;7;
G60645;Semriach;2592;1288;8;1280;628;142;318;107;71;7;7;
G60646;Stattegg;2379;1271;9;1262;440;175;174;298;144;12;19;
G60647;Stiwoll;597;291;3;288;139;67;49;21;8;4;0;
G60648;Thal;1785;965;9;956;387;178;142;157;77;6;9;
G60651;Übelbach;1675;774;8;766;307;200;143;50;53;6;7;
G60653;Vasoldsberg;3692;1811;24;1787;648;249;486;233;147;8;16;
G60654;Weinitzen;2145;1036;12;1024;420;131;196;156;106;9;6;
G60655;Werndorf;1755;850;8;842;265;251;203;65;45;4;9;
G60656;Wundschuh;1231;699;10;689;370;91;126;67;29;6;0;
G60659;Deutschfeistritz;3409;1675;28;1647;585;347;421;170;102;16;6;
G60660;Dobl-Zwaring;2718;1352;18;1334;612;151;334;126;96;7;8;
G60661;Eggersdorf bei Graz;5330;2685;30;2655;1091;349;570;395;195;20;35;
G60662;Fernitz-Mellach;3878;1870;17;1853;692;317;428;207;180;17;12;
G60663;Frohnleiten;5452;2561;25;2536;912;681;458;270;178;19;18;
G60664;Gratwein-Straßengel;10350;5397;45;5352;1525;1366;1093;829;423;63;53;
G60665;Hitzendorf;5774;3156;23;3133;1612;433;573;294;185;15;21;
G60666;Nestelbach bei Graz;2196;1011;12;999;411;129;237;119;89;12;2;
G60667;Raaba-Grambach;3412;1737;15;1722;625;325;267;291;179;19;16;
G60668;Sankt Marein bei Graz;3049;1434;13;1421;622;177;302;193;99;13;15;
G60669;Seiersberg-Pirka;8403;4511;42;4469;1359;956;1050;555;464;52;33;
G60670;Premstätten;4732;2180;19;2161;831;366;531;209;187;28;9;
G60699;Wahlkarten - Graz-Umgebung;0;11452;71;11381;3549;2587;1815;1990;1185;112;143;
G61000;Leibnitz;66025;35308;362;34946;14474;5936;8896;2997;2168;226;249;
G61001;Allerheiligen bei Wildon;1223;646;6;640;325;80;144;48;33;4;6;
G61002;Arnfels;807;393;4;389;207;52;86;26;17;1;0;
G61007;Empersdorf;1145;592;11;581;258;82;157;43;35;4;2;
G61008;Gabersdorf;951;507;13;494;254;54;132;20;28;2;4;
G61012;Gralla;1912;839;13;826;242;216;252;60;45;6;5;
G61013;Großklein;1887;893;9;884;417;83;241;93;46;2;2;
G61016;Heimschuh;1621;842;9;833;355;123;244;47;55;5;4;
G61017;Hengsberg;1167;600;12;588;243;101;163;42;31;1;7;
G61019;Kitzeck im Sausal;1028;518;9;509;221;89;124;46;23;3;3;
G61020;Lang;1071;619;6;613;328;76;109;47;44;5;4;
G61021;Lebring-Sankt Margarethen;1672;774;8;766;294;129;192;73;63;3;12;
G61024;Oberhaag;1711;791;6;785;388;100;241;27;25;2;2;
G61027;Ragnitz;1247;623;5;618;294;75;172;30;39;3;5;
G61030;Sankt Andrä-Höch;1480;665;5;660;295;80;201;44;34;3;3;
G61032;Sankt Johann im Saggautal;1689;737;8;729;342;76;235;34;33;4;5;
G61033;Sankt Nikolai im Sausal;1914;801;2;799;353;131;202;69;39;2;3;
G61043;Tillmitsch;2732;1214;16;1198;420;240;351;94;76;10;7;
G61045;Wagna;4686;2070;27;2043;655;518;535;176;135;13;11;
G61049;Ehrenhausen an der Weinstraße;2001;803;7;796;296;153;227;60;54;3;3;
G61050;Gamlitz;2631;1237;11;1226;572;199;321;52;64;6;12;
G61051;Gleinstätten;2374;1097;9;1088;527;150;277;69;59;1;5;
G61052;Heiligenkreuz am Waasen;2239;1093;13;1080;454;154;284;106;60;12;10;
G61053;Leibnitz;9424;4103;33;4070;1373;828;1038;449;308;38;36;
G61054;Leutschach an der Weinstraße;3057;1259;10;1249;604;114;376;81;59;10;5;
G61055;Sankt Georgen an der Stiefing;1225;661;7;654;337;87;110;67;43;6;4;
G61056;Sankt Veit in der Südsteiermark;3344;1534;12;1522;828;172;348;79;79;4;12;
G61057;Schwarzautal;1904;970;16;954;519;57;269;50;50;4;5;
G61058;Straß in Steiermark;3666;1599;14;1585;591;308;475;97;95;9;10;
G61059;Wildon;4217;1863;15;1848;708;385;433;165;125;14;18;
G61099;Wahlkarten - Leibnitz;0;4965;46;4919;1774;1024;957;703;371;46;44;
G61100;Leoben;48267;26359;296;26063;7449;8340;5632;2207;1873;355;207;
G61101;Eisenerz;3497;1552;20;1532;401;689;243;94;69;28;8;
G61105;Kalwang;827;415;6;409;186;78;95;14;36;0;0;
G61106;Kammern im Liesingtal;1324;656;7;649;255;163;146;37;46;2;0;
G61107;Kraubath an der Mur;1117;509;7;502;192;109;117;39;38;3;4;
G61108;Leoben;18495;7707;81;7626;1971;2339;1766;712;641;138;59;
G61109;Mautern in Steiermark;1494;753;8;745;367;142;140;37;55;3;1;
G61110;Niklasdorf;1932;948;8;940;223;344;226;73;52;11;11;
G61111;Proleb;1313;649;7;642;215;208;111;58;45;1;4;
G61112;Radmer;488;234;8;226;78;97;35;7;8;0;1;
G61113;Sankt Michael in Obersteiermark;2452;1176;18;1158;313;410;284;83;52;9;7;
G61114;Sankt Peter-Freienstein;1934;853;22;831;264;243;239;34;39;9;3;
G61115;Sankt Stefan ob Leoben;1612;830;4;826;282;246;208;47;28;5;10;
G61116;Traboch;1160;616;11;605;227;149;165;36;20;3;5;
G61118;Vordernberg;802;376;2;374;43;206;90;13;14;3;5;
G61119;Wald am Schoberpaß;463;232;3;229;98;66;45;5;14;0;1;
G61120;Trofaiach;9357;4445;50;4395;1232;1412;982;356;302;79;32;
G61199;Wahlkarten - Leoben;0;4408;34;4374;1102;1439;740;562;414;61;56;
G61200;Liezen;62708;32036;363;31673;12031;7812;5881;3195;2307;230;217;
G61203;Aigen im Ennstal;2181;996;13;983;430;157;256;64;61;8;7;
G61204;Altaussee;1541;716;18;698;254;214;61;86;67;13;3;
G61205;Altenmarkt bei Sankt Gallen;659;333;6;327;104;139;40;23;15;3;3;
G61206;Ardning;1034;523;6;517;163;149;129;39;31;5;1;
G61207;Bad Aussee;3653;1609;27;1582;526;491;177;219;136;19;14;
G61213;Gröbming;2240;887;11;876;348;167;210;83;65;2;1;
G61215;Grundlsee;1022;442;7;435;198;112;38;46;38;1;2;
G61217;Haus;1912;750;9;741;392;103;121;63;56;2;4;
G61222;Lassing;1459;646;5;641;287;89;170;43;48;2;2;
G61236;Ramsau am Dachstein;2151;928;6;922;438;72;207;88;100;2;15;
G61243;Selzthal;1251;589;4;585;121;310;72;49;26;5;2;
G61247;Trieben;2655;1161;18;1143;267;445;280;72;54;17;8;
G61251;Wildalpen;419;241;1;240;74;113;35;6;8;2;2;
G61252;Wörschach;917;469;7;462;198;95;82;52;30;1;4;
G61253;Admont;4060;1592;16;1576;545;477;284;159;95;9;7;
G61254;Aich;1004;504;7;497;279;65;100;31;19;0;3;
G61255;Bad Mitterndorf;3868;1481;17;1464;574;273;345;138;114;9;11;
G61256;Gaishorn am See;1093;507;6;501;192;138;95;41;29;4;2;
G61257;Irdning-Donnersbachtal;3381;1376;18;1358;626;194;315;126;87;3;7;
G61258;Landl;2353;1111;23;1088;352;448;167;66;45;6;4;
G61259;Liezen;5943;2485;24;2461;853;677;456;260;180;18;17;
G61260;Michaelerberg-Pruggern;874;400;2;398;203;72;75;18;26;1;3;
G61261;Mitterberg-Sankt Martin;1542;612;11;601;299;96;116;39;48;2;1;
G61262;Öblarn;1552;658;6;652;278;144;132;46;49;1;2;
G61263;Rottenmann;4013;1732;17;1715;479;489;419;164;115;36;13;
G61264;Sankt Gallen;1426;654;6;648;267;194;94;44;44;0;5;
G61265;Schladming;5084;1918;14;1904;839;264;436;183;159;10;13;
G61266;Sölk;1267;457;5;452;233;77;91;17;24;3;7;
G61267;Stainach-Pürgg;2154;881;9;872;386;191;136;75;67;8;9;
G61299;Wahlkarten - Liezen;0;5378;44;5334;1826;1357;742;855;471;38;45;
G61400;Murau;23192;12728;154;12574;5867;2312;2530;877;836;69;83;
G61410;Mühlen;757;457;7;450;160;135;96;25;28;1;5;
G61413;Niederwölz;480;226;9;217;120;39;33;7;16;0;2;
G61425;St. Peter am Kammersberg;1702;769;8;761;367;167;153;26;43;2;3;
G61428;Schöder;791;347;4;343;180;55;68;20;17;0;3;
G61437;Krakau;1217;572;4;568;324;97;99;17;27;2;2;
G61438;Murau;2991;1383;18;1365;666;192;247;143;99;8;10;
G61439;Neumarkt in der Steiermark;4161;1687;20;1667;701;299;409;123;111;15;9;
G61440;Oberwölz;2492;1156;12;1144;678;148;204;58;40;8;8;
G61441;Ranten;990;504;9;495;286;65;93;22;27;0;2;
G61442;Sankt Georgen am Kreischberg;1422;652;6;646;371;80;127;29;32;2;5;
G61443;Sankt Lambrecht;1510;633;3;630;264;137;129;60;30;2;8;
G61444;Scheifling;1741;728;9;719;277;133;205;53;48;1;2;
G61445;Stadl-Predlitz;1399;632;6;626;266;170;139;14;31;1;5;
G61446;Teufenbach-Katsch;1539;682;13;669;260;135;165;32;62;8;7;
G61499;Wahlkarten - Murau;0;2300;26;2274;947;460;363;248;225;19;12;
G61600;Voitsberg;42646;22835;252;22583;7539;5679;5728;1876;1360;237;164;
G61611;Krottendorf-Gaisfeld;2069;972;16;956;414;181;196;74;74;9;8;
G61612;Ligist;2703;1301;10;1291;519;230;306;139;80;3;14;
G61615;Mooskirchen;1802;860;11;849;386;102;221;79;45;10;6;
G61618;Rosental an der Kainach;1417;680;14;666;132;264;193;26;35;12;4;
G61621;Sankt Martin am Wöllmißberg;683;337;6;331;147;70;86;17;8;2;1;
G61624;Stallhofen;2564;1168;10;1158;535;132;337;79;53;13;9;
G61625;Voitsberg;7785;3732;45;3687;929;1100;1035;321;238;44;20;
G61626;Bärnbach;4633;1991;23;1968;509;647;493;146;127;26;20;
G61627;Edelschrott;1471;617;5;612;318;82;150;30;22;8;2;
G61628;Geistthal-Södingberg;1292;554;5;549;252;105;130;34;22;2;4;
G61629;Hirschegg-Pack;883;426;1;425;234;47;106;14;19;2;3;
